sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.game_rotation_vector,3,0.0756732828694185,0.04566993802011347,0.5517241379310345,0.6551724137931034
android.sensor.game_rotation_vector,4,0.0967904238789742,0.06603361882581847,0.5701149425287356,0.6689655172413793
android.sensor.game_rotation_vector,5,0.07138698590281778,0.05302541465305051,0.5195402298850574,0.6781609195402298
