sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.light,3,-0.31395598905084116,-0.10433419685246567,0.45057471264367815,0.5195402298850574
android.sensor.light,4,-0.18552398988993835,-0.11012145544844103,0.46206896551724136,0.5517241379310345
android.sensor.light,5,-0.2562057693683694,-0.12841427079774437,0.4804597701149425,0.5310344827586206
