sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.rotation_vector,3,-0.1719911541022577,-0.15853500506830054,0.4309066577450652,0.5339277350284376
android.sensor.rotation_vector,4,-0.19005081869906593,-0.17657589854191658,0.41130812980930076,0.5388892606222817
android.sensor.rotation_vector,5,-0.16731394925123175,-0.15280918402677984,0.4022783539645367,0.5224891267982603
