sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.orientation,3,-0.12138342092161265,-0.096753353801055,0.42108397457343594,0.47752425560388084
android.sensor.orientation,4,-0.13084999230985192,-0.10836065372162028,0.3884008029441285,0.4277049180327869
android.sensor.orientation,5,-0.11829550570774196,-0.09861544267983668,0.40066577450652396,0.4439946470391435
