sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.linear_acceleration,3,-0.03036715593678124,-0.038220750634842475,0.6100100368016059,0.6067480762796922
android.sensor.linear_acceleration,4,-0.02546455104830771,-0.048970068275613315,0.6132351957176313,0.6336567413850787
android.sensor.linear_acceleration,5,-0.010139740170286385,-0.037890854129158755,0.5863098026095683,0.6165306122448979
