sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.gravity,3,-0.08072332335393988,-0.07820942604879347,0.3091134158581465,0.34754432920709266
android.sensor.gravity,4,-0.08064983514803054,-0.07986433509748171,0.32621947139511537,0.35730010036801607
android.sensor.gravity,5,-0.07972202748533831,-0.08267511299100298,0.3278588156574105,0.36548678487788555
