sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.magnetic_field,3,0.12226811379367004,0.06620598472931032,0.7481481481481481,0.7706498951781972
android.sensor.magnetic_field,4,0.026759526466920765,-0.0019710948064272835,0.7519916142557652,0.7593990216631725
android.sensor.magnetic_field,5,0.03889240224329798,-0.003071336340419767,0.7444444444444444,0.7557651991614256
