sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.game_rotation_vector,3,0.24646988812435872,0.11319943656538083,0.8169950738916256,0.8455665024630541
android.sensor.game_rotation_vector,4,0.20874041208599395,0.0500567506435642,0.8667487684729064,0.8667487684729064
android.sensor.game_rotation_vector,5,0.18585154535219178,0.1339451549645648,0.880295566502463,0.8731527093596059
