sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.accelerometer,3,0.29471992700322736,0.27461697036818666,0.9014778325123153,0.9014778325123153
android.sensor.accelerometer,4,0.3639663792880194,0.3160680711208003,0.9086206896551726,0.9086206896551726
android.sensor.accelerometer,5,0.35554417171598857,0.30107679194551207,0.9157635467980297,0.9229064039408869
