sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.rotation_vector,3,0.11867693652145073,0.07981133849989241,0.8450738916256159,0.8450738916256159
android.sensor.rotation_vector,4,0.10639895127959298,0.029663503808008237,0.8453201970443349,0.8662561576354679
android.sensor.rotation_vector,5,0.10286059377483633,0.05124655015399384,0.8381773399014778,0.8450738916256159
