sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.rotation_vector,3,0.0550255216773551,0.06896722809255676,0.6029871977240397,0.6722617354196301
android.sensor.rotation_vector,4,0.07432064036839457,0.07946952748184474,0.6248933143669986,0.7146514935988619
android.sensor.rotation_vector,5,0.023065491472952723,0.04395023984272809,0.5186344238975819,0.6611664295874822
