sensor,dx,silhouette_baseline,silhouette_with_it,lr_acc_baseline,lr_acc_with_it
android.sensor.gravity,3,0.3606426795656132,0.36249178824464856,0.7224157955865271,0.7224157955865271
android.sensor.gravity,4,0.2932592234039857,0.2872944862972359,0.6362369337979094,0.645760743321719
android.sensor.gravity,5,0.33264702752783987,0.30903709449260053,0.6842044134727062,0.6842044134727062
